EmployeeNumber,Age,AgeGroup,Gender,MaritalStatus,Education,EducationField,DistanceFromHome
1619,27,26-35,Male,Divorced,3,Other,19
1621,35,26-35,Male,Married,5,Life Sciences,18
1622,28,26-35,Female,Divorced,3,Medical,27
1623,21,18-25,Male,Single,1,Medical,5
1624,18,18-25,Female,Single,2,Medical,3
1625,47,46+,Female,Married,4,Life Sciences,26
1627,39,36-45,Male,Divorced,2,Medical,3
1628,40,36-45,Female,Married,3,Life Sciences,15
1630,35,26-35,Female,Married,4,Life Sciences,8
1631,37,36-45,Male,Married,3,Life Sciences,19
1633,39,36-45,Female,Single,3,Medical,4
1635,45,36-45,Female,Divorced,2,Other,2
1638,38,36-45,Female,Married,2,Medical,2
1639,35,26-35,Male,Married,3,Medical,10
1640,37,36-45,Female,Married,3,Medical,10
1641,40,36-45,Female,Single,3,Life Sciences,16
1642,44,36-45,Male,Married,5,Human Resources,1
1644,48,46+,Male,Married,5,Medical,4
1645,35,26-35,Male,Divorced,2,Medical,15
1646,24,18-25,Female,Single,1,Technical Degree,2
1647,27,26-35,Female,Married,3,Medical,8
1648,27,26-35,Male,Single,3,Medical,2
1649,40,36-45,Male,Single,3,Life Sciences,7
1650,29,26-35,Male,Single,3,Medical,10
1651,36,36-45,Female,Married,4,Life Sciences,5
1653,25,18-25,Male,Divorced,1,Life Sciences,2
1654,39,36-45,Male,Married,3,Medical,12
1655,49,46+,Female,Married,4,Other,22
1656,50,46+,Female,Divorced,5,Life Sciences,17
1657,20,18-25,Female,Single,3,Medical,2
1658,34,26-35,Female,Divorced,3,Life Sciences,3
1659,36,36-45,Male,Single,3,Life Sciences,7
1661,49,46+,Female,Married,1,Life Sciences,6
1662,36,36-45,Female,Married,4,Medical,1
1664,36,36-45,Male,Divorced,2,Life Sciences,3
1665,54,46+,Female,Married,5,Medical,22
1666,43,36-45,Male,Married,2,Life Sciences,15
1667,35,26-35,Male,Single,4,Other,12
1668,38,36-45,Male,Married,3,Life Sciences,1
1669,29,26-35,Male,Divorced,3,Medical,5
1670,33,26-35,Male,Divorced,4,Medical,2
1671,32,26-35,Male,Divorced,3,Medical,2
1673,31,26-35,Female,Married,4,Life Sciences,5
1674,49,46+,Female,Divorced,3,Medical,16
1675,38,36-45,Female,Single,3,Medical,2
1676,47,46+,Female,Divorced,4,Life Sciences,2
1677,49,46+,Male,Single,3,Life Sciences,1
1678,41,36-45,Male,Single,2,Life Sciences,23
1680,20,18-25,Male,Single,1,Life Sciences,9
1681,33,26-35,Female,Divorced,3,Life Sciences,16
1682,36,36-45,Male,Married,4,Life Sciences,26
1683,44,36-45,Female,Divorced,3,Life Sciences,1
1684,23,18-25,Male,Single,1,Medical,8
1687,38,36-45,Female,Married,2,Medical,4
1689,53,46+,Male,Married,4,Medical,24
1691,48,46+,Female,Married,2,Medical,7
1692,32,26-35,Male,Single,4,Life Sciences,2
1693,26,26-35,Male,Single,3,Medical,7
1694,55,46+,Male,Divorced,3,Technical Degree,22
1696,34,26-35,Male,Married,2,Medical,5
1697,60,46+,Male,Divorced,4,Medical,1
1698,33,26-35,Male,Married,3,Medical,21
1700,37,36-45,Male,Divorced,4,Medical,1
1701,34,26-35,Female,Married,3,Life Sciences,19
1702,23,18-25,Male,Divorced,3,Life Sciences,7
1703,44,36-45,Female,Married,3,Life Sciences,2
1704,35,26-35,Male,Single,4,Medical,2
1706,43,36-45,Male,Married,3,Medical,2
1707,24,18-25,Male,Married,3,Medical,9
1708,41,36-45,Male,Single,3,Marketing,6
1709,29,26-35,Female,Married,4,Medical,9
1710,36,36-45,Female,Single,4,Life Sciences,2
1712,45,36-45,Male,Married,1,Life Sciences,1
1714,24,18-25,Male,Married,1,Human Resources,22
1716,47,46+,Male,Married,3,Life Sciences,9
1718,26,26-35,Male,Married,4,Medical,17
1719,45,36-45,Female,Single,2,Technical Degree,28
1720,32,26-35,Male,Married,3,Life Sciences,10
1721,31,26-35,Male,Married,4,Life Sciences,2
1722,41,36-45,Male,Married,3,Human Resources,4
1724,40,36-45,Female,Married,2,Life Sciences,8
1725,24,18-25,Male,Divorced,1,Medical,29
1727,46,46+,Male,Single,4,Life Sciences,13
1728,35,26-35,Male,Married,4,Life Sciences,27
1729,30,26-35,Male,Married,1,Life Sciences,16
1731,47,46+,Male,Married,4,Marketing,2
1732,46,46+,Male,Divorced,3,Life Sciences,2
1733,36,36-45,Male,Divorced,5,Marketing,13
1734,32,26-35,Male,Single,2,Life Sciences,1
1735,23,18-25,Female,Single,1,Medical,4
1736,31,26-35,Female,Single,1,Technical Degree,24
1737,39,36-45,Male,Married,3,Life Sciences,1
1739,32,26-35,Male,Married,3,Life Sciences,19
1740,40,36-45,Male,Single,4,Medical,7
1744,45,36-45,Female,Married,3,Life Sciences,4
1745,30,26-35,Female,Single,4,Technical Degree,2
1746,24,18-25,Male,Married,3,Medical,10
1747,30,26-35,Female,Divorced,3,Human Resources,8
1749,31,26-35,Male,Married,3,Technical Degree,5
1751,27,26-35,Female,Single,3,Medical,8
1752,29,26-35,Female,Single,3,Marketing,9
1753,29,26-35,Male,Single,3,Life Sciences,1
1754,30,26-35,Male,Divorced,2,Marketing,15
1755,34,26-35,Male,Married,4,Medical,2
1756,33,26-35,Female,Single,3,Marketing,2
1757,49,46+,Female,Single,4,Marketing,11
1758,33,26-35,Female,Single,3,Life Sciences,16
1760,38,36-45,Female,Married,2,Medical,2
1761,31,26-35,Male,Married,4,Marketing,16
1762,29,26-35,Female,Divorced,3,Technical Degree,4
1763,30,26-35,Male,Married,3,Life Sciences,16
1764,32,26-35,Male,Single,4,Technical Degree,5
1766,38,36-45,Male,Married,3,Medical,18
1767,43,36-45,Male,Married,3,Technical Degree,17
1768,42,36-45,Male,Divorced,3,Medical,12
1770,55,46+,Male,Married,3,Medical,2
1771,33,26-35,Male,Divorced,3,Technical Degree,4
1772,41,36-45,Male,Divorced,4,Life Sciences,9
1774,34,26-35,Male,Divorced,3,Life Sciences,10
1775,53,46+,Female,Married,4,Medical,1
1778,43,36-45,Male,Single,3,Life Sciences,2
1779,34,26-35,Female,Single,2,Life Sciences,3
1780,21,18-25,Male,Single,1,Marketing,7
1782,38,36-45,Female,Married,2,Other,6
1783,22,18-25,Female,Married,1,Medical,8
1784,31,26-35,Female,Married,4,Marketing,29
1786,51,46+,Female,Married,3,Technical Degree,3
1787,37,36-45,Male,Married,2,Marketing,9
1789,46,46+,Male,Divorced,4,Medical,2
1790,36,36-45,Male,Married,3,Life Sciences,10
1792,44,36-45,Male,Divorced,2,Medical,1
1794,37,36-45,Male,Divorced,2,Other,8
1797,35,26-35,Male,Single,3,Life Sciences,27
1798,33,26-35,Male,Married,4,Life Sciences,8
1799,28,26-35,Male,Married,3,Life Sciences,1
1800,39,36-45,Male,Single,1,Medical,10
1801,46,46+,Male,Single,2,Life Sciences,26
1802,40,36-45,Female,Married,2,Life Sciences,2
1803,42,36-45,Male,Married,3,Medical,13
1804,35,26-35,Male,Divorced,2,Medical,2
1805,38,36-45,Male,Divorced,3,Human Resources,2
1807,34,26-35,Male,Married,4,Life Sciences,9
1809,37,36-45,Male,Single,4,Medical,10
1812,39,36-45,Male,Divorced,3,Life Sciences,20
1813,43,36-45,Male,Single,3,Life Sciences,9
1814,41,36-45,Male,Single,3,Life Sciences,5
1815,41,36-45,Female,Divorced,1,Marketing,4
1816,30,26-35,Female,Single,3,Medical,10
1818,26,26-35,Female,Married,2,Medical,20
1821,46,46+,Female,Married,2,Medical,21
1822,40,36-45,Female,Divorced,3,Life Sciences,1
1823,34,26-35,Male,Married,2,Technical Degree,8
1824,58,46+,Male,Divorced,3,Medical,2
1826,35,26-35,Male,Married,4,Medical,23
1827,47,46+,Female,Divorced,3,Life Sciences,4
1829,40,36-45,Female,Divorced,3,Life Sciences,12
1830,54,46+,Female,Married,4,Medical,7
1833,31,26-35,Female,Married,4,Marketing,7
1834,28,26-35,Female,Married,3,Medical,1
1835,38,36-45,Female,Married,4,Marketing,2
1836,26,26-35,Male,Single,3,Medical,10
1837,58,46+,Male,Married,4,Life Sciences,15
1839,18,18-25,Female,Single,3,Medical,14
1842,31,26-35,Male,Married,5,Human Resources,18
1844,29,26-35,Male,Divorced,3,Human Resources,13
1845,45,36-45,Female,Married,4,Life Sciences,2
1847,36,36-45,Female,Married,4,Other,2
1849,43,36-45,Male,Married,4,Life Sciences,2
1850,27,26-35,Female,Single,2,Life Sciences,5
1852,29,26-35,Male,Married,1,Medical,20
1853,32,26-35,Male,Single,4,Marketing,10
1854,42,36-45,Male,Married,4,Technical Degree,10
1856,47,46+,Female,Single,4,Life Sciences,9
1857,46,46+,Male,Divorced,2,Life Sciences,2
1858,28,26-35,Male,Divorced,2,Life Sciences,1
1859,29,26-35,Male,Divorced,1,Life Sciences,29
1860,42,36-45,Male,Single,3,Life Sciences,8
1862,32,26-35,Male,Single,4,Marketing,2
1863,46,46+,Female,Divorced,3,Technical Degree,3
1864,27,26-35,Female,Married,1,Medical,23
1865,29,26-35,Male,Married,1,Medical,6
1866,43,36-45,Female,Married,3,Medical,6
1867,48,46+,Male,Married,3,Life Sciences,10
1868,29,26-35,Male,Single,2,Life Sciences,24
1869,46,46+,Female,Married,3,Life Sciences,10
1870,27,26-35,Female,Married,3,Life Sciences,15
1871,39,36-45,Male,Divorced,4,Other,19
1873,55,46+,Male,Married,4,Technical Degree,2
1875,28,26-35,Female,Married,3,Medical,3
1876,30,26-35,Male,Single,3,Medical,9
1878,22,18-25,Male,Single,1,Life Sciences,7
1880,36,36-45,Female,Married,4,Technical Degree,10
1881,31,26-35,Male,Divorced,3,Life Sciences,20
1882,34,26-35,Male,Married,3,Life Sciences,4
1883,29,26-35,Male,Single,3,Life Sciences,7
1885,37,36-45,Male,Married,4,Medical,7
1886,35,26-35,Female,Married,2,Other,16
1888,45,36-45,Female,Married,2,Life Sciences,25
1890,36,36-45,Male,Single,1,Human Resources,2
1892,40,36-45,Male,Divorced,4,Life Sciences,1
1893,26,26-35,Female,Married,2,Life Sciences,1
1898,27,26-35,Female,Single,2,Medical,2
1900,48,46+,Female,Divorced,3,Medical,22
1903,44,36-45,Male,Married,4,Life Sciences,1
1905,34,26-35,Male,Married,4,Technical Degree,16
1907,56,46+,Male,Single,2,Life Sciences,24
1908,36,36-45,Male,Married,2,Marketing,17
1909,41,36-45,Female,Married,3,Marketing,8
1911,42,36-45,Male,Married,3,Medical,6
1912,31,26-35,Female,Divorced,2,Medical,10
1915,34,26-35,Female,Married,1,Medical,3
1916,31,26-35,Female,Divorced,3,Medical,4
1918,26,26-35,Male,Married,3,Other,6
1922,45,36-45,Male,Single,4,Medical,1
1924,33,26-35,Male,Single,4,Marketing,10
1927,28,26-35,Male,Married,2,Life Sciences,1
1928,29,26-35,Male,Single,3,Technical Degree,24
1929,39,36-45,Female,Married,4,Life Sciences,21
1931,27,26-35,Male,Married,4,Technical Degree,2
1932,34,26-35,Male,Married,4,Other,22
1933,28,26-35,Female,Single,2,Marketing,13
1934,47,46+,Male,Married,4,Technical Degree,14
1935,56,46+,Female,Married,5,Marketing,11
1936,39,36-45,Male,Married,2,Medical,9
1937,38,36-45,Female,Divorced,3,Medical,8
1938,58,46+,Female,Married,3,Life Sciences,21
1939,32,26-35,Female,Single,2,Life Sciences,5
1940,38,36-45,Male,Divorced,2,Life Sciences,9
1941,49,46+,Male,Married,1,Life Sciences,2
1943,42,36-45,Male,Divorced,4,Marketing,12
1944,27,26-35,Female,Married,3,Human Resources,22
1945,35,26-35,Male,Married,4,Medical,18
1947,28,26-35,Male,Single,3,Medical,16
1948,31,26-35,Male,Divorced,2,Medical,3
1949,36,36-45,Male,Married,4,Life Sciences,9
1950,34,26-35,Male,Single,3,Marketing,1
1951,34,26-35,Male,Divorced,4,Medical,13
1952,26,26-35,Male,Single,3,Medical,1
1954,29,26-35,Male,Married,3,Life Sciences,1
1955,32,26-35,Female,Divorced,4,Medical,15
1956,31,26-35,Male,Married,3,Life Sciences,1
1960,28,26-35,Male,Divorced,3,Technical Degree,17
1961,38,36-45,Male,Single,3,Life Sciences,1
1962,35,26-35,Female,Married,4,Life Sciences,7
1965,27,26-35,Male,Single,3,Marketing,9
1966,32,26-35,Male,Single,4,Life Sciences,5
1967,31,26-35,Male,Married,4,Marketing,26
1968,53,46+,Male,Single,4,Life Sciences,24
1969,54,46+,Female,Married,2,Life Sciences,9
1970,33,26-35,Male,Divorced,2,Life Sciences,7
1971,43,36-45,Male,Married,3,Life Sciences,11
1972,38,36-45,Male,Married,4,Other,1
1973,55,46+,Male,Married,4,Human Resources,26
1974,31,26-35,Female,Divorced,1,Medical,2
1975,39,36-45,Male,Single,4,Marketing,15
1976,42,36-45,Male,Single,2,Life Sciences,23
1979,31,26-35,Female,Married,3,Medical,10
1980,54,46+,Female,Single,3,Medical,10
1981,24,18-25,Male,Single,2,Life Sciences,1
1982,23,18-25,Male,Single,2,Other,12
1985,40,36-45,Female,Married,3,Technical Degree,11
1986,40,36-45,Female,Married,2,Marketing,2
1987,25,18-25,Female,Married,3,Human Resources,2
1989,30,26-35,Male,Married,2,Medical,1
1992,25,18-25,Male,Divorced,1,Other,2
1993,47,46+,Male,Single,3,Medical,25
1994,33,26-35,Male,Divorced,2,Medical,1
1995,38,36-45,Male,Married,4,Life Sciences,1
1996,31,26-35,Male,Married,2,Life Sciences,2
1997,38,36-45,Male,Married,4,Life Sciences,6
1998,42,36-45,Male,Divorced,4,Life Sciences,18
1999,41,36-45,Male,Married,3,Life Sciences,1
2000,47,46+,Female,Married,1,Medical,1
2003,35,26-35,Male,Married,4,Medical,11
2007,22,18-25,Male,Single,2,Life Sciences,1
2008,35,26-35,Male,Single,4,Medical,9
2009,33,26-35,Female,Married,2,Medical,15
2010,32,26-35,Female,Single,4,Life Sciences,29
2012,40,36-45,Male,Married,4,Life Sciences,1
2013,32,26-35,Male,Married,4,Medical,1
2014,39,36-45,Male,Single,1,Life Sciences,24
2015,38,36-45,Female,Married,3,Medical,10
2016,32,26-35,Female,Married,4,Marketing,1
2017,37,36-45,Female,Married,3,Life Sciences,10
2018,25,18-25,Female,Divorced,2,Other,8
2019,52,46+,Male,Divorced,4,Life Sciences,29
2020,44,36-45,Male,Single,3,Medical,1
2021,21,18-25,Male,Single,1,Medical,5
2022,39,36-45,Male,Single,3,Life Sciences,9
2023,23,18-25,Male,Married,3,Marketing,9
2024,36,36-45,Female,Married,3,Medical,3
2025,36,36-45,Female,Divorced,2,Life Sciences,4
2026,56,46+,Male,Divorced,4,Life Sciences,1
2027,29,26-35,Male,Married,4,Medical,1
2031,42,36-45,Male,Married,3,Life Sciences,2
2032,56,46+,Male,Married,2,Technical Degree,7
2034,41,36-45,Female,Married,4,Life Sciences,28
2035,34,26-35,Female,Married,3,Marketing,28
2036,36,36-45,Male,Divorced,4,Marketing,15
2037,41,36-45,Male,Divorced,3,Life Sciences,3
2038,32,26-35,Male,Single,3,Technical Degree,2
2040,35,26-35,Female,Single,4,Life Sciences,26
2041,38,36-45,Female,Married,2,Life Sciences,10
2044,50,46+,Male,Divorced,4,Life Sciences,1
2045,36,36-45,Female,Married,4,Marketing,11
2046,45,36-45,Female,Single,3,Life Sciences,20
2048,40,36-45,Male,Single,4,Life Sciences,2
2049,35,26-35,Male,Married,4,Life Sciences,18
2051,40,36-45,Female,Married,4,Medical,2
2052,35,26-35,Female,Married,4,Life Sciences,1
2053,29,26-35,Male,Married,2,Other,13
2054,29,26-35,Female,Single,4,Medical,28
2055,50,46+,Male,Divorced,3,Marketing,28
2056,39,36-45,Female,Married,1,Marketing,24
2057,31,26-35,Male,Single,3,Medical,5
2060,26,26-35,Female,Single,3,Other,5
2061,36,36-45,Male,Married,2,Medical,23
2062,39,36-45,Male,Married,1,Medical,6
2064,27,26-35,Male,Married,3,Life Sciences,4
2065,49,46+,Male,Married,3,Medical,2
2068,34,26-35,Male,Married,3,Medical,8
