EmployeeNumber,DepartmentID,SatisfactionID,Attrition,AttritionFlag,OverTime,OvertimeRisk,YearsAtCompany,TenureCategory,TotalWorkingYears,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,NumCompaniesWorked,TrainingTimesLastYear,PerformanceRating,BusinessTravel,JobLevel,JobInvolvement,AttritionRiskScore,RetentionSegment
606,1,156,No,0,No,Low Risk,8,Long Tenure,9,7,3,7,0,3,3,Travel_Rarely,2,3,0,Safe
608,10,81,Yes,1,Yes,High Risk,7,Mid Tenure,8,7,1,0,0,2,3,Travel_Frequently,1,3,5,At Risk
611,4,157,No,0,No,Low Risk,3,Mid Tenure,8,2,1,2,4,2,3,Travel_Rarely,2,3,0,Safe
612,8,30,No,0,No,Low Risk,6,Mid Tenure,10,1,0,5,4,2,3,Travel_Rarely,4,4,0,Safe
613,6,45,No,0,No,Low Risk,5,Mid Tenure,10,4,0,1,9,3,4,Travel_Rarely,3,2,0,Safe
614,7,58,Yes,1,Yes,High Risk,0,New Employee,0,0,0,0,1,3,3,Travel_Frequently,1,3,6,At Risk
615,1,44,No,0,No,Low Risk,1,New Employee,20,0,0,1,3,2,3,Non-Travel,3,1,0,Safe
616,5,96,No,0,Yes,High Risk,8,Long Tenure,10,7,0,7,2,3,3,Non-Travel,2,2,6,At Risk
618,1,96,No,0,No,Low Risk,0,New Employee,8,0,0,0,5,5,3,Travel_Rarely,2,3,3,Safe
620,1,41,No,0,No,Low Risk,5,Mid Tenure,5,4,0,3,1,3,3,Travel_Rarely,2,3,0,Safe
621,1,40,No,0,No,Low Risk,10,Long Tenure,10,7,5,7,1,3,3,Travel_Rarely,2,4,1,Safe
622,3,95,Yes,1,Yes,High Risk,1,New Employee,1,0,0,0,1,3,3,Travel_Rarely,1,1,5,At Risk
623,4,158,No,0,No,Low Risk,6,Mid Tenure,12,5,1,2,4,3,3,Travel_Rarely,3,3,0,Safe
624,5,11,No,0,No,Low Risk,2,New Employee,28,2,1,2,5,3,3,Travel_Frequently,3,3,0,Safe
625,6,22,No,0,No,Low Risk,18,Long Tenure,22,16,11,8,7,2,3,Travel_Rarely,4,3,4,At Risk
626,1,5,No,0,No,Low Risk,9,Long Tenure,9,5,7,7,1,6,3,Non-Travel,3,3,1,Safe
630,2,121,No,0,Yes,High Risk,10,Long Tenure,18,9,6,9,3,3,3,Travel_Rarely,2,3,4,At Risk
631,1,10,Yes,1,No,Low Risk,4,Mid Tenure,6,2,1,2,8,2,3,Non-Travel,2,4,0,Safe
632,7,18,No,0,No,Low Risk,2,New Employee,3,2,2,1,0,3,3,Travel_Frequently,1,3,3,Safe
634,5,83,No,0,No,Low Risk,1,New Employee,18,0,0,0,3,4,3,Travel_Rarely,2,3,0,Safe
635,4,91,No,0,No,Low Risk,6,Mid Tenure,8,5,4,3,6,2,3,Travel_Rarely,2,3,4,At Risk
638,8,4,No,0,Yes,High Risk,31,Long Tenure,31,9,0,9,1,5,3,Travel_Rarely,5,2,3,Safe
639,2,55,No,0,Yes,High Risk,6,Mid Tenure,6,5,1,4,1,3,3,Travel_Rarely,1,4,6,At Risk
641,1,159,No,0,No,Low Risk,5,Mid Tenure,6,3,1,4,1,5,4,Travel_Rarely,2,3,0,Safe
643,3,103,No,0,No,Low Risk,1,New Employee,1,0,0,0,1,2,4,Travel_Rarely,1,2,3,Safe
644,11,9,No,0,No,Low Risk,32,Long Tenure,32,5,10,7,1,2,3,Travel_Frequently,5,3,4,At Risk
645,7,38,No,0,No,Low Risk,7,Mid Tenure,7,4,0,6,1,1,3,Travel_Rarely,1,3,3,Safe
647,3,41,Yes,1,Yes,High Risk,6,Mid Tenure,6,3,1,2,1,4,3,Travel_Frequently,1,3,6,At Risk
648,7,160,Yes,1,No,Low Risk,1,New Employee,1,0,0,0,1,2,3,Travel_Frequently,1,2,5,At Risk
649,2,60,No,0,Yes,High Risk,6,Mid Tenure,6,5,1,3,1,3,3,Travel_Rarely,1,2,3,Safe
650,1,161,Yes,1,No,Low Risk,3,Mid Tenure,9,1,1,2,2,2,3,Travel_Rarely,2,3,3,Safe
652,3,23,No,0,No,Low Risk,3,Mid Tenure,9,2,0,2,4,3,3,Travel_Rarely,2,2,0,Safe
653,1,162,No,0,No,Low Risk,7,Mid Tenure,13,7,5,7,4,4,4,Travel_Rarely,2,4,1,Safe
655,2,36,No,0,No,Low Risk,5,Mid Tenure,6,3,0,3,0,5,3,Travel_Rarely,1,2,2,Safe
656,1,71,No,0,Yes,High Risk,3,Mid Tenure,17,0,1,0,4,3,3,Travel_Rarely,2,3,3,Safe
657,2,117,No,0,No,Low Risk,1,New Employee,1,0,0,0,1,0,3,Travel_Rarely,1,2,3,Safe
659,5,127,No,0,No,Low Risk,10,Long Tenure,10,2,2,2,1,4,3,Travel_Rarely,2,3,0,Safe
661,8,102,No,0,Yes,High Risk,1,New Employee,21,0,0,0,4,3,3,Travel_Rarely,4,2,3,Safe
662,2,149,No,0,No,Low Risk,0,New Employee,8,0,0,0,3,3,3,Travel_Rarely,1,3,2,Safe
663,3,3,No,0,Yes,High Risk,8,Long Tenure,10,7,4,7,3,3,3,Travel_Frequently,2,3,4,At Risk
664,9,163,No,0,No,Low Risk,3,Mid Tenure,21,2,0,2,7,3,3,Travel_Rarely,4,2,3,Safe
665,10,164,No,0,No,Low Risk,2,New Employee,10,2,0,2,4,1,3,Travel_Rarely,2,2,3,Safe
666,7,76,No,0,Yes,High Risk,8,Long Tenure,8,2,0,6,1,3,3,Travel_Rarely,1,3,5,At Risk
667,7,19,Yes,1,No,Low Risk,4,Mid Tenure,5,3,0,2,0,3,3,Travel_Rarely,1,3,5,At Risk
669,7,83,No,0,No,Low Risk,3,Mid Tenure,3,2,1,2,1,2,3,Travel_Rarely,1,3,3,Safe
671,9,165,No,0,Yes,High Risk,2,New Employee,26,2,0,1,4,2,3,Travel_Rarely,5,3,3,Safe
675,2,41,No,0,No,Low Risk,2,New Employee,3,2,2,2,0,3,4,Travel_Rarely,1,3,3,Safe
677,1,76,No,0,No,Low Risk,5,Mid Tenure,6,0,1,2,0,3,3,Travel_Rarely,2,3,0,Safe
679,2,139,No,0,Yes,High Risk,6,Mid Tenure,6,4,0,5,1,2,3,Travel_Rarely,2,3,3,Safe
680,2,83,No,0,No,Low Risk,1,New Employee,1,0,0,0,1,2,4,Travel_Frequently,1,3,2,Safe
682,1,166,No,0,No,Low Risk,14,Long Tenure,18,7,8,10,7,2,4,Travel_Rarely,2,3,1,Safe
683,2,112,No,0,No,Low Risk,10,Long Tenure,10,9,8,8,1,4,3,Travel_Rarely,1,3,3,Safe
684,1,135,Yes,1,No,Low Risk,1,New Employee,5,1,0,0,2,4,3,Travel_Frequently,2,3,3,Safe
686,3,34,No,0,Yes,High Risk,3,Mid Tenure,3,2,0,2,1,2,3,Travel_Rarely,1,3,5,At Risk
689,4,83,No,0,No,Low Risk,10,Long Tenure,10,7,7,8,1,2,3,Travel_Rarely,3,3,1,Safe
690,1,167,No,0,No,Low Risk,6,Mid Tenure,6,0,1,2,1,5,3,Travel_Rarely,2,3,3,Safe
691,2,55,No,0,No,Low Risk,17,Long Tenure,17,11,11,8,1,3,3,Travel_Rarely,2,1,1,Safe
692,5,94,No,0,No,Low Risk,13,Long Tenure,15,11,4,7,3,2,4,Travel_Frequently,2,3,1,Safe
698,10,168,No,0,No,Low Risk,9,Long Tenure,16,7,7,1,2,1,3,Travel_Rarely,3,3,1,Safe
699,4,51,No,0,Yes,High Risk,3,Mid Tenure,13,2,0,2,2,2,3,Travel_Rarely,2,2,3,Safe
700,2,23,No,0,No,Low Risk,4,Mid Tenure,5,2,1,1,0,0,3,Travel_Rarely,1,2,2,Safe
701,2,10,Yes,1,Yes,High Risk,1,New Employee,1,0,1,1,1,5,3,Travel_Rarely,1,3,6,At Risk
702,2,136,Yes,1,Yes,High Risk,10,Long Tenure,10,8,9,7,1,3,3,Travel_Frequently,1,3,9,Flight Risk
704,3,83,No,0,No,Low Risk,1,New Employee,1,0,0,0,1,3,3,Non-Travel,1,2,2,Safe
705,2,85,No,0,No,Low Risk,3,Mid Tenure,5,2,0,2,2,3,3,Travel_Rarely,1,4,6,At Risk
707,1,106,No,0,No,Low Risk,3,Mid Tenure,4,2,1,2,0,4,4,Travel_Rarely,2,4,1,Safe
709,1,31,No,0,No,Low Risk,7,Mid Tenure,8,7,0,5,0,2,4,Travel_Rarely,2,2,0,Safe
710,2,60,No,0,No,Low Risk,10,Long Tenure,10,7,2,8,1,5,3,Travel_Frequently,1,1,2,Safe
712,1,58,No,0,No,Low Risk,2,New Employee,12,2,2,2,3,3,3,Travel_Rarely,2,4,0,Safe
714,1,62,No,0,Yes,High Risk,6,Mid Tenure,6,5,0,4,1,3,4,Travel_Frequently,2,4,3,Safe
715,2,31,No,0,No,Low Risk,1,New Employee,4,0,0,0,3,2,3,Travel_Rarely,1,4,0,Safe
716,3,4,No,0,Yes,High Risk,20,Long Tenure,20,8,3,8,1,3,3,Travel_Rarely,1,4,5,At Risk
717,5,156,No,0,No,Low Risk,8,Long Tenure,9,7,7,7,1,3,3,Travel_Rarely,3,2,1,Safe
720,1,96,Yes,1,No,Low Risk,2,New Employee,4,2,2,0,9,3,3,Travel_Rarely,2,3,4,At Risk
721,5,26,No,0,No,Low Risk,20,Long Tenure,20,7,11,10,1,4,3,Travel_Rarely,2,2,1,Safe
722,1,46,No,0,No,Low Risk,10,Long Tenure,10,7,0,8,1,2,3,Travel_Rarely,2,3,0,Safe
723,1,59,Yes,1,Yes,High Risk,4,Mid Tenure,18,3,1,3,3,4,3,Travel_Frequently,2,3,6,At Risk
724,5,102,No,0,No,Low Risk,9,Long Tenure,10,7,1,8,0,4,3,Travel_Rarely,2,4,0,Safe
725,4,73,No,0,No,Low Risk,9,Long Tenure,9,7,0,7,1,3,3,Travel_Rarely,3,3,0,Safe
727,8,20,No,0,No,Low Risk,7,Mid Tenure,10,7,7,7,3,6,3,Travel_Rarely,3,3,1,Safe
728,1,35,No,0,No,Low Risk,7,Mid Tenure,20,7,1,7,2,2,3,Travel_Rarely,2,3,0,Safe
729,1,105,No,0,Yes,High Risk,18,Long Tenure,20,13,1,12,5,2,4,Travel_Frequently,3,2,3,Safe
730,8,83,No,0,No,Low Risk,5,Mid Tenure,32,1,1,3,3,3,3,Travel_Rarely,4,4,0,Safe
731,11,134,No,0,No,Low Risk,21,Long Tenure,23,6,12,6,3,2,3,Travel_Rarely,5,2,1,Safe
732,1,135,No,0,No,Low Risk,2,New Employee,10,2,2,2,8,1,3,Travel_Rarely,2,3,3,Safe
733,4,147,No,0,No,Low Risk,9,Long Tenure,9,7,1,7,1,4,4,Travel_Frequently,3,3,0,Safe
734,11,3,No,0,No,Low Risk,22,Long Tenure,22,7,2,10,1,3,3,Travel_Rarely,5,2,0,Safe
738,7,103,No,0,No,Low Risk,2,New Employee,4,2,2,2,7,2,3,Travel_Rarely,1,3,0,Safe
741,2,5,Yes,1,Yes,High Risk,7,Mid Tenure,10,7,3,7,7,4,3,Travel_Rarely,1,1,5,At Risk
742,8,136,No,0,No,Low Risk,8,Long Tenure,10,7,0,5,9,2,3,Non-Travel,3,4,3,Safe
743,4,169,No,0,Yes,High Risk,1,New Employee,10,0,0,0,4,4,3,Travel_Rarely,3,3,3,Safe
744,3,30,No,0,No,Low Risk,5,Mid Tenure,9,2,1,4,2,5,3,Non-Travel,1,1,0,Safe
746,1,29,No,0,Yes,High Risk,22,Long Tenure,28,2,11,13,9,2,3,Travel_Frequently,4,3,4,At Risk
747,1,170,No,0,No,Low Risk,8,Long Tenure,10,7,7,7,7,2,4,Travel_Rarely,2,3,1,Safe
749,7,83,No,0,No,Low Risk,1,New Employee,1,0,0,0,1,6,3,Travel_Rarely,1,3,2,Safe
752,2,76,Yes,1,Yes,High Risk,2,New Employee,7,2,2,2,6,2,3,Travel_Frequently,1,4,5,At Risk
754,1,18,No,0,No,Low Risk,2,New Employee,7,2,2,2,3,5,3,Travel_Frequently,2,2,0,Safe
757,5,37,No,0,No,Low Risk,5,Mid Tenure,10,1,4,3,3,2,3,Travel_Rarely,2,3,1,Safe
758,3,32,No,0,No,Low Risk,4,Mid Tenure,5,3,0,2,1,2,3,Travel_Rarely,1,3,3,Safe
760,10,171,No,0,No,Low Risk,8,Long Tenure,12,3,3,6,9,3,3,Travel_Rarely,2,4,0,Safe
762,5,45,No,0,No,Low Risk,10,Long Tenure,30,7,1,1,7,1,3,Travel_Rarely,4,3,0,Safe
763,2,46,No,0,Yes,High Risk,4,Mid Tenure,5,2,2,3,0,2,4,Travel_Rarely,1,2,5,At Risk
764,5,163,No,0,No,Low Risk,7,Mid Tenure,9,6,0,7,8,2,3,Travel_Rarely,2,2,3,Safe
766,7,103,No,0,No,Low Risk,2,New Employee,2,2,2,2,1,2,3,Travel_Rarely,1,3,2,Safe
769,3,40,No,0,No,Low Risk,2,New Employee,19,2,2,2,2,4,3,Travel_Rarely,2,3,2,Safe
771,5,172,No,0,No,Low Risk,1,New Employee,16,0,0,0,2,2,3,Non-Travel,2,3,3,Safe
772,3,23,No,0,No,Low Risk,10,Long Tenure,10,8,4,7,1,2,3,Travel_Frequently,2,3,1,Safe
773,2,173,No,0,Yes,High Risk,1,New Employee,6,0,0,1,6,0,3,Travel_Rarely,1,3,5,At Risk
775,4,14,No,0,No,Low Risk,0,New Employee,7,0,0,0,3,3,3,Travel_Rarely,2,3,3,Safe
776,6,99,No,0,No,Low Risk,34,Long Tenure,34,6,1,16,1,3,3,Travel_Rarely,4,2,3,Safe
780,2,6,Yes,1,Yes,High Risk,10,Long Tenure,10,9,7,8,1,2,3,Travel_Rarely,1,3,6,At Risk
781,1,86,No,0,No,Low Risk,6,Mid Tenure,6,5,1,4,1,5,4,Travel_Rarely,2,3,1,Safe
783,7,59,No,0,No,Low Risk,8,Long Tenure,9,7,3,1,0,3,3,Travel_Rarely,2,1,3,Safe
784,2,41,No,0,No,Low Risk,2,New Employee,2,2,0,2,1,3,3,Travel_Rarely,1,4,3,Safe
785,1,37,Yes,1,Yes,High Risk,5,Mid Tenure,8,4,1,3,4,2,3,Travel_Frequently,2,4,3,Safe
786,1,18,No,0,No,Low Risk,6,Mid Tenure,6,5,1,4,1,5,4,Travel_Rarely,2,3,0,Safe
787,9,35,Yes,1,Yes,High Risk,5,Mid Tenure,24,2,1,4,5,2,3,Travel_Rarely,5,3,3,Safe
789,1,174,No,0,No,Low Risk,10,Long Tenure,10,7,0,9,1,1,3,Non-Travel,3,2,3,Safe
791,2,31,No,0,No,Low Risk,4,Mid Tenure,5,3,1,2,0,3,3,Non-Travel,1,3,0,Safe
792,3,79,No,0,No,Low Risk,2,New Employee,5,2,2,0,3,2,3,Travel_Frequently,1,1,3,Safe
793,5,167,No,0,No,Low Risk,8,Long Tenure,11,7,1,1,4,3,3,Travel_Rarely,2,3,3,Safe
796,1,147,Yes,1,No,Low Risk,4,Mid Tenure,6,3,1,2,6,2,3,Travel_Rarely,2,2,0,Safe
797,2,12,No,0,No,Low Risk,4,Mid Tenure,10,2,1,3,2,2,3,Travel_Rarely,1,4,2,Safe
799,4,121,No,0,Yes,High Risk,5,Mid Tenure,9,3,1,4,9,4,3,Travel_Rarely,2,3,3,Safe
800,1,127,No,0,No,Low Risk,4,Mid Tenure,5,2,1,1,0,3,3,Travel_Frequently,2,3,0,Safe
802,2,87,No,0,Yes,High Risk,5,Mid Tenure,6,3,4,3,0,3,3,Travel_Rarely,1,3,6,At Risk
803,4,135,No,0,Yes,High Risk,15,Long Tenure,17,7,4,12,6,2,3,Travel_Frequently,2,4,7,Flight Risk
804,2,44,No,0,No,Low Risk,6,Mid Tenure,6,5,1,3,1,3,3,Travel_Rarely,1,2,0,Safe
805,7,145,No,0,No,Low Risk,3,Mid Tenure,3,2,0,2,1,1,3,Travel_Rarely,1,3,2,Safe
806,3,4,No,0,No,Low Risk,2,New Employee,7,2,0,2,3,2,4,Travel_Rarely,1,1,0,Safe
807,5,2,No,0,No,Low Risk,8,Long Tenure,8,7,3,7,1,2,4,Travel_Frequently,2,4,0,Safe
808,1,19,No,0,No,Low Risk,3,Mid Tenure,6,2,1,2,5,1,3,Travel_Rarely,2,3,3,Safe
809,9,134,No,0,No,Low Risk,24,Long Tenure,24,7,14,9,1,4,3,Travel_Frequently,5,3,1,Safe
811,3,44,Yes,1,Yes,High Risk,0,New Employee,1,0,0,0,1,2,4,Travel_Rarely,1,4,6,At Risk
812,3,78,No,0,No,Low Risk,1,New Employee,1,0,0,0,1,4,3,Non-Travel,1,2,3,Safe
813,3,3,No,0,No,Low Risk,5,Mid Tenure,9,2,1,4,8,3,4,Travel_Rarely,2,3,2,Safe
815,8,76,No,0,No,Low Risk,4,Mid Tenure,30,3,0,3,5,3,3,Travel_Rarely,4,3,0,Safe
816,3,126,Yes,1,Yes,High Risk,1,New Employee,1,0,0,0,1,1,3,Travel_Rarely,1,2,5,At Risk
817,8,169,No,0,No,Low Risk,13,Long Tenure,14,9,3,7,0,3,3,Travel_Rarely,3,3,0,Safe
819,1,130,Yes,1,No,Low Risk,3,Mid Tenure,6,2,0,2,5,3,3,Travel_Rarely,2,3,3,Safe
820,9,45,No,0,Yes,High Risk,26,Long Tenure,26,14,3,0,1,3,3,Travel_Rarely,4,3,3,Safe
823,4,88,No,0,No,Low Risk,9,Long Tenure,10,7,0,5,0,2,3,Travel_Rarely,2,3,3,Safe
824,2,83,No,0,No,Low Risk,10,Long Tenure,10,7,0,7,1,3,4,Travel_Rarely,1,4,2,Safe
825,8,103,Yes,1,Yes,High Risk,31,Long Tenure,40,15,13,8,7,2,3,Travel_Rarely,5,3,4,At Risk
826,2,4,No,0,No,Low Risk,2,New Employee,7,2,2,2,3,0,3,Travel_Rarely,1,4,2,Safe
827,4,40,No,0,Yes,High Risk,4,Mid Tenure,8,3,0,2,9,4,3,Travel_Rarely,2,2,3,Safe
828,2,21,Yes,1,No,Low Risk,2,New Employee,5,2,2,1,6,3,3,Travel_Rarely,1,3,0,Safe
829,10,53,No,0,No,Low Risk,5,Mid Tenure,8,2,0,4,4,2,3,Travel_Rarely,1,3,2,Safe
830,4,83,No,0,No,Low Risk,14,Long Tenure,14,13,6,8,1,3,3,Travel_Rarely,2,2,1,Safe
832,3,41,No,0,No,Low Risk,1,New Employee,10,0,0,0,6,6,3,Travel_Frequently,2,2,0,Safe
833,4,86,No,0,Yes,High Risk,0,New Employee,12,0,0,0,5,4,4,Travel_Rarely,2,2,3,Safe
834,2,37,No,0,No,Low Risk,1,New Employee,1,0,0,0,1,3,3,Travel_Rarely,1,2,2,Safe
836,4,104,No,0,No,Low Risk,9,Long Tenure,10,8,7,8,1,3,3,Travel_Rarely,2,3,1,Safe
837,5,77,No,0,No,Low Risk,4,Mid Tenure,13,3,1,2,2,3,3,Travel_Frequently,2,2,3,Safe
838,2,34,No,0,No,Low Risk,5,Mid Tenure,6,2,1,3,1,3,3,Travel_Frequently,1,2,2,Safe
840,1,101,Yes,1,No,Low Risk,9,Long Tenure,9,8,7,7,1,3,3,Travel_Rarely,3,3,1,Safe
842,1,45,Yes,1,No,Low Risk,9,Long Tenure,12,7,7,3,4,3,3,Travel_Rarely,2,3,1,Safe
843,8,14,No,0,No,Low Risk,4,Mid Tenure,22,1,1,0,6,3,4,Travel_Rarely,4,3,3,Safe
844,8,127,No,0,Yes,High Risk,9,Long Tenure,9,8,0,8,1,3,3,Travel_Rarely,3,2,3,Safe
845,4,140,No,0,No,Low Risk,8,Long Tenure,17,5,1,6,3,3,4,Travel_Rarely,3,3,0,Safe
846,1,39,No,0,Yes,High Risk,8,Long Tenure,8,7,7,5,1,2,4,Travel_Rarely,2,3,7,Flight Risk
847,10,94,No,0,No,Low Risk,3,Mid Tenure,4,2,0,2,0,1,3,Travel_Rarely,1,3,0,Safe
848,2,98,Yes,1,Yes,High Risk,8,Long Tenure,8,7,1,7,1,2,3,Travel_Frequently,1,2,5,At Risk
850,2,6,No,0,No,Low Risk,0,New Employee,0,0,0,0,1,6,3,Non-Travel,1,3,2,Safe
851,6,36,No,0,No,Low Risk,20,Long Tenure,29,6,4,17,2,2,3,Travel_Rarely,4,3,1,Safe
852,5,107,No,0,No,Low Risk,5,Mid Tenure,10,2,2,3,9,2,3,Travel_Rarely,2,3,0,Safe
854,2,77,No,0,No,Low Risk,4,Mid Tenure,6,3,0,1,7,3,3,Travel_Rarely,1,4,6,At Risk
855,1,136,No,0,No,Low Risk,9,Long Tenure,9,8,0,8,1,5,4,Travel_Rarely,2,4,3,Safe
856,2,149,No,0,No,Low Risk,6,Mid Tenure,6,5,1,1,1,3,3,Travel_Rarely,1,2,2,Safe
857,1,112,No,0,Yes,High Risk,18,Long Tenure,18,14,4,11,1,1,3,Travel_Rarely,2,3,4,At Risk
859,1,102,No,0,No,Low Risk,5,Mid Tenure,8,2,0,3,2,3,3,Travel_Rarely,2,3,0,Safe
861,2,134,No,0,No,Low Risk,5,Mid Tenure,10,4,0,3,9,3,3,Travel_Frequently,1,2,0,Safe
862,1,23,No,0,Yes,High Risk,5,Mid Tenure,35,2,0,4,7,3,3,Travel_Rarely,3,2,3,Safe
864,1,105,No,0,Yes,High Risk,5,Mid Tenure,18,4,0,2,4,2,3,Travel_Rarely,3,3,3,Safe
865,2,42,No,0,No,Low Risk,5,Mid Tenure,9,3,1,3,5,3,3,Travel_Rarely,2,4,0,Safe
867,4,34,No,0,No,Low Risk,9,Long Tenure,31,8,0,0,3,3,4,Travel_Frequently,4,2,0,Safe
868,1,10,No,0,No,Low Risk,1,New Employee,9,0,0,0,4,2,3,Travel_Rarely,2,2,0,Safe
869,10,60,No,0,No,Low Risk,5,Mid Tenure,6,1,0,4,1,6,3,Travel_Rarely,1,2,0,Safe
872,4,109,No,0,No,Low Risk,2,New Employee,4,2,2,2,6,2,4,Travel_Rarely,2,2,1,Safe
874,3,138,No,0,Yes,High Risk,3,Mid Tenure,10,2,0,2,2,2,4,Travel_Rarely,1,4,5,At Risk
875,2,60,No,0,Yes,High Risk,2,New Employee,8,1,2,2,5,2,3,Travel_Frequently,1,3,5,At Risk
878,10,130,No,0,No,Low Risk,5,Mid Tenure,6,4,0,3,0,3,4,Travel_Rarely,1,2,5,At Risk
879,1,73,No,0,Yes,High Risk,5,Mid Tenure,5,3,0,3,1,3,3,Travel_Rarely,2,3,4,At Risk
880,4,3,No,0,Yes,High Risk,17,Long Tenure,17,14,5,15,1,2,4,Travel_Rarely,3,2,4,At Risk
881,2,113,Yes,1,Yes,High Risk,10,Long Tenure,10,2,7,8,1,3,3,Travel_Frequently,1,3,6,At Risk
882,3,62,No,0,No,Low Risk,3,Mid Tenure,4,0,0,2,0,2,3,Non-Travel,1,3,2,Safe
885,1,99,No,0,No,Low Risk,5,Mid Tenure,5,2,0,3,1,1,3,Travel_Rarely,2,2,4,At Risk
887,2,19,No,0,No,Low Risk,4,Mid Tenure,7,2,0,2,2,2,3,Travel_Rarely,1,3,5,At Risk
888,3,139,No,0,No,Low Risk,5,Mid Tenure,6,2,3,4,0,2,3,Non-Travel,1,2,3,Safe
889,1,58,No,0,No,Low Risk,10,Long Tenure,10,8,5,3,1,3,3,Travel_Frequently,2,3,1,Safe
893,7,58,No,0,No,Low Risk,2,New Employee,3,2,1,2,0,3,3,Travel_Rarely,1,2,2,Safe
894,3,86,No,0,Yes,High Risk,5,Mid Tenure,17,3,1,3,2,1,3,Travel_Rarely,2,4,3,Safe
895,2,62,No,0,Yes,High Risk,6,Mid Tenure,8,4,0,2,3,2,3,Travel_Rarely,1,3,5,At Risk
896,7,38,Yes,1,Yes,High Risk,3,Mid Tenure,5,2,0,2,6,3,3,Travel_Rarely,1,2,5,At Risk
897,1,17,No,0,No,Low Risk,2,New Employee,28,0,2,2,5,3,3,Travel_Rarely,4,3,0,Safe
899,4,141,No,0,No,Low Risk,13,Long Tenure,16,10,4,8,3,2,3,Travel_Rarely,3,2,1,Safe
900,7,127,No,0,No,Low Risk,5,Mid Tenure,10,4,0,0,5,3,3,Travel_Frequently,1,3,2,Safe
901,8,18,No,0,No,Low Risk,12,Long Tenure,33,9,3,8,6,0,3,Travel_Rarely,4,3,0,Safe
902,5,16,No,0,No,Low Risk,5,Mid Tenure,12,2,2,2,4,2,3,Travel_Frequently,2,3,0,Safe
903,1,63,No,0,Yes,High Risk,7,Mid Tenure,8,6,7,7,0,2,4,Travel_Rarely,2,3,4,At Risk
904,1,5,No,0,Yes,High Risk,10,Long Tenure,10,0,0,9,1,2,3,Non-Travel,3,3,3,Safe
905,9,135,No,0,No,Low Risk,31,Long Tenure,31,6,14,7,1,3,3,Non-Travel,4,3,4,At Risk
909,10,18,No,0,No,Low Risk,5,Mid Tenure,13,4,0,4,8,2,3,Travel_Rarely,2,2,0,Safe
910,10,175,No,0,Yes,High Risk,4,Mid Tenure,7,3,0,3,3,4,3,Travel_Rarely,1,3,5,At Risk
911,3,176,Yes,1,Yes,High Risk,1,New Employee,1,0,0,1,1,2,4,Travel_Rarely,1,3,5,At Risk
912,3,17,No,0,No,Low Risk,4,Mid Tenure,8,3,0,3,6,5,3,Travel_Rarely,1,2,2,Safe
913,2,126,No,0,Yes,High Risk,8,Long Tenure,8,7,7,1,1,0,3,Travel_Rarely,1,3,6,At Risk
916,1,48,No,0,No,Low Risk,4,Mid Tenure,4,2,0,2,1,3,3,Travel_Rarely,2,3,0,Safe
918,3,46,Yes,1,Yes,High Risk,1,New Employee,3,0,0,0,9,3,3,Travel_Frequently,1,2,5,At Risk
920,4,177,No,0,No,Low Risk,1,New Employee,4,0,0,0,4,2,4,Travel_Rarely,2,3,3,Safe
922,7,21,Yes,1,No,Low Risk,2,New Employee,2,2,0,2,1,3,3,Travel_Rarely,1,2,3,Safe
923,2,61,Yes,1,No,Low Risk,1,New Employee,1,0,0,0,1,3,3,Travel_Rarely,1,3,3,Safe
924,5,92,No,0,Yes,High Risk,16,Long Tenure,17,8,4,11,0,2,3,Travel_Rarely,2,3,4,At Risk
925,7,61,No,0,Yes,High Risk,3,Mid Tenure,3,2,1,2,1,3,3,Travel_Rarely,1,2,5,At Risk
926,4,178,Yes,1,Yes,High Risk,3,Mid Tenure,4,2,0,2,0,3,3,Travel_Rarely,2,3,7,Flight Risk
927,3,102,Yes,1,Yes,High Risk,7,Mid Tenure,10,7,1,0,4,1,3,Travel_Rarely,1,1,5,At Risk
930,2,13,No,0,No,Low Risk,2,New Employee,6,2,2,2,5,2,3,Travel_Rarely,1,3,2,Safe
932,3,179,Yes,1,Yes,High Risk,2,New Employee,8,2,2,2,7,2,4,Travel_Rarely,1,3,5,At Risk
933,2,38,No,0,No,Low Risk,1,New Employee,1,1,0,0,1,2,3,Travel_Rarely,1,3,2,Safe
934,3,54,No,0,No,Low Risk,1,New Employee,1,0,1,0,1,3,3,Travel_Rarely,1,3,5,At Risk
936,1,98,No,0,No,Low Risk,5,Mid Tenure,10,4,0,3,7,6,3,Travel_Rarely,2,2,0,Safe
939,2,19,No,0,Yes,High Risk,3,Mid Tenure,6,2,0,2,3,1,3,Travel_Rarely,1,2,8,Flight Risk
940,5,2,No,0,Yes,High Risk,6,Mid Tenure,24,0,0,4,2,3,3,Travel_Rarely,3,2,3,Safe
941,7,70,No,0,No,Low Risk,7,Mid Tenure,13,7,5,2,3,2,3,Travel_Rarely,1,2,3,Safe
942,5,115,No,0,Yes,High Risk,10,Long Tenure,10,6,0,7,1,2,4,Travel_Rarely,2,3,3,Safe
944,3,180,No,0,No,Low Risk,26,Long Tenure,29,9,1,7,4,3,3,Travel_Rarely,3,3,3,Safe
945,2,52,No,0,No,Low Risk,0,New Employee,13,0,0,0,4,2,3,Travel_Rarely,1,3,2,Safe
